,Full_Name,Overall,Potential,Value(in_Euro),Positions_Played,Best_Position,Nationality,Age,Club_Name,Wage(in_Euro),Release_Clause,Defending_Total,Physicality_Total,Position_Category
234,Arnaut Danjuma,82,83,36500000,"LM,ST",LM,Netherlands,25,Villarreal CF,43000,79400000,42,68,Midfield
235,Aaron Ramsdale,82,86,34500000,GK,GK,England,24,Arsenal,62000,68100000,48,78,Goalkeeper
236,Lucas Tolentino Coelho de Lima,82,87,46000000,"CAM,CM,CF",CAM,Brazil,24,West Ham United,77000,90900000,69,78,Midfield
237,Denzel Dumfries,82,84,34500000,"RWB,RM",RWB,Netherlands,26,Inter,73000,59500000,78,89,Defense
238,Ruslan Malinovskyi,82,82,30500000,"CF,CAM",CF,Ukraine,29,Atalanta,73000,51900000,64,80,Attack
239,Raúl Jiménez,82,82,25500000,ST,ST,Mexico,31,Wolverhampton Wanderers,110000,48500000,47,82,Attack
240,Josué Durval Chiamulera Vaz,82,82,25000000,CB,CB,Brazil,30,Club Athletico Paranaense,23000,47500000,85,79,Defense
241,Lucas Luciano Mantela Patrício,82,82,27000000,GK,GK,Brazil,22,Palmeiras,33000,48600000,35,77,Goalkeeper
242,Ben Chilwell,82,85,37000000,"LWB,LB",LWB,England,25,Chelsea,110000,71200000,78,75,Defense
243,André Miguel Valente da Silva,82,84,38000000,ST,ST,Portugal,26,RB Leipzig,73000,67500000,47,78,Attack
244,Christian Pulisic,82,88,48000000,"LW,RW,LM",RM,United States,23,Chelsea,120000,98400000,37,59,Midfield
245,Jordan Pickford,82,84,26000000,GK,GK,England,28,Everton,45000,51400000,51,80,Goalkeeper
246,Sergi Darder Moll,82,82,30500000,"CM,CDM,CAM",CM,Spain,28,RCD Espanyol de Barcelona,30000,64099999,74,77,Midfield
247,Willi Orban,82,82,25500000,CB,CB,Hungary,29,RB Leipzig,65000,43400000,84,81,Defense
248,Idrissa Gueye,82,82,20500000,"CDM,CM",CDM,Senegal,32,Everton,53000,39000000,83,76,Other
249,Zlatan Ibrahimović,82,82,0,ST,ST,Sweden,40,AC Milan,63000,0,34,72,Attack
250,Iñigo Martínez Berridi,82,82,21000000,CB,CB,Spain,31,Athletic Club de Bilbao,35000,44100000,82,80,Defense
251,Łukasz Fabiański,82,82,3400000,GK,GK,Poland,37,West Ham United,43000,6500000,49,83,Goalkeeper
252,Ivan Rakitić,82,82,14000000,CM,CM,Croatia,34,Sevilla FC,39000,29400000,75,68,Midfield
253,Dimitri Payet,82,82,12500000,"CAM,LW,ST",CAM,France,35,Olympique de Marseille,40000,23800000,40,65,Midfield
254,Rui Pedro dos Santos Patrício,82,82,5000000,GK,GK,Portugal,34,Roma,59000,8500000,55,80,Goalkeeper
255,Olivier Giroud,82,82,13000000,ST,ST,France,35,AC Milan,66000,22100000,42,78,Attack
256,Simon Kjær,82,82,14500000,CB,CB,Denmark,33,AC Milan,73000,24700000,84,78,Defense
257,Yuri Berchiche Izeta,82,82,21000000,LB,LB,Spain,32,Athletic Club de Bilbao,35000,44100000,79,82,Defense
258,Toby Alderweireld,82,82,14500000,CB,CB,Belgium,33,Royal Antwerp FC,30000,21800000,85,75,Defense
259,Marko Arnautović,82,82,19500000,ST,ST,Austria,33,Bologna,51000,33200000,44,82,Attack
260,César Azpilicueta Tanco,82,82,20000000,"CB,RWB,RB",CB,Spain,32,Chelsea,115000,37000000,84,76,Defense
261,Philippe Coutinho Correia,82,82,29500000,"CAM,LW,CM",CAM,Brazil,30,Aston Villa,100000,56100000,52,59,Midfield
262,Christian Eriksen,82,82,29000000,"CM,CAM,CDM",CM,Denmark,30,Manchester United,135000,55100000,53,52,Midfield
263,Raúl Albiol Tortajada,82,82,5500000,CB,CB,Spain,36,Villarreal CF,30000,11600000,85,71,Defense
264,Sebastián Coates,82,82,21000000,CB,CB,Uruguay,31,Sporting CP,19000,42000000,84,87,Defense
265,Lucas Digne,82,82,27500000,LB,LB,France,28,Aston Villa,100000,52300000,77,76,Defense
266,Francisco Román Alarcón Suárez,82,82,29500000,"CAM,LW,CM",CAM,Spain,30,Sevilla FC,39000,62000000,59,58,Midfield
267,Geoffrey Kondogbia,82,82,29500000,"CM,CDM,CB",CDM,Central African Republic,29,Atlético de Madrid,71000,60500000,81,88,Other
268,Gabriel Armando de Abreu,82,82,21000000,CB,CB,Brazil,31,Valencia CF,44000,44100000,84,83,Defense
269,José Ignacio Fernández Iglesias,82,82,20000000,"CB,LB",CB,Spain,32,Real Madrid CF,155000,41000000,82,80,Defense
270,Kevin Volland,82,82,30500000,"ST,CF,CAM",ST,Germany,29,AS Monaco,76000,58000000,46,84,Attack
271,Leonardo Spinazzola,82,82,27000000,"LWB,LM",LWB,Italy,29,Roma,77000,45900000,78,69,Defense
272,Steven Berghuis,82,82,29500000,"CAM,RW",CAM,Netherlands,30,Ajax,25000,41300000,40,69,Midfield
273,Anthony Lopes,82,82,16000000,GK,GK,Portugal,31,Olympique Lyonnais,60000,30400000,63,80,Goalkeeper
274,Luis Muriel,82,82,25500000,ST,ST,Colombia,31,Atalanta,70000,43400000,27,67,Attack
275,Wilfried Zaha,82,82,30000000,"LW,CF",LW,Côte d'Ivoire,29,Crystal Palace,85000,57000000,37,76,Attack
276,Francesco Acerbi,82,82,10000000,CB,CB,Italy,34,Inter,59000,0,85,78,Defense
277,Evan Ndicka,81,85,34000000,CB,CB,France,22,Eintracht Frankfurt,30000,60400000,81,79,Defense
278,Tomáš Souček,81,83,28000000,"CDM,CM",CB,Czech Republic,27,West Ham United,75000,55300000,82,85,Defense
279,Antonín Barák,81,82,30000000,"CF,CM",CAM,Czech Republic,27,Fiorentina,41000,0,65,75,Midfield
280,Martin Terrier,81,84,34000000,"LW,ST",ST,France,25,Stade Rennais FC,61000,67200000,36,70,Attack
281,David Raum,81,85,34500000,"LWB,LM,LB",LWB,Germany,24,RB Leipzig,49000,61200000,71,77,Defense
282,Yves Bissouma,81,86,34500000,"CDM,CM",CDM,Mali,25,Tottenham Hotspur,88000,68100000,80,77,Other
283,Alphonse Areola,81,82,20000000,GK,GK,France,29,West Ham United,64000,39500000,55,78,Goalkeeper
284,Ibrahim Sangaré,81,86,35500000,"CDM,CM",CDM,Côte d'Ivoire,24,PSV,20000,52400000,81,86,Other
285,Jesús Corona,81,81,25500000,"RW,LW",RW,Mexico,29,Sevilla FC,40000,53600000,73,67,Attack
286,Thomas Delaney,81,81,21500000,"CDM,CM",CDM,Denmark,30,Sevilla FC,33000,45200000,82,81,Other
287,Alexandre Lacazette,81,81,22000000,ST,ST,France,31,Olympique Lyonnais,81000,41800000,44,74,Attack
288,Nicolò Zaniolo,81,88,53000000,"CF,RW,RM",CAM,Italy,22,Roma,71000,100700000,62,83,Midfield
289,Norberto Murara Neto,81,81,13000000,GK,GK,Brazil,32,AFC Bournemouth,47000,26000000,54,78,Goalkeeper
290,Ibrahima Konaté,81,88,48000000,CB,CB,France,23,Liverpool,90000,98400000,82,80,Defense
291,Pedro Antonio Porro Sauceda,81,87,38500000,"RWB,RM",RWB,Spain,22,Sporting CP,15000,84700000,75,78,Defense
292,Marc Cucurella Saseta,81,85,34500000,"LB,CB,LM",LWB,Spain,23,Chelsea,90000,66400000,77,74,Defense
293,Lisandro Martínez,81,86,35000000,"CB,LB,CDM",CDM,Argentina,24,Manchester United,95000,69100000,82,83,Other
294,Matheus Santos Carneiro Da Cunha,81,86,39500000,"ST,CAM,LM",CAM,Brazil,23,Atlético de Madrid,60000,83900000,32,74,Midfield
295,Pedro António Pereira Gonçalves,81,86,39000000,"RW,LW,CF",CAM,Portugal,24,Sporting CP,19000,80900000,56,64,Midfield
296,Mehdi Taremi,81,81,25500000,"ST,CF",ST,Iran,29,FC Porto,22000,51000000,38,72,Attack
297,Rodrygo Silva de Goes,81,88,52500000,"RW,LW",RM,Brazil,21,Real Madrid CF,130000,118100000,32,56,Midfield
298,Edmond Tapsoba,81,86,35000000,CB,CB,Burkina Faso,23,Bayer 04 Leverkusen,49000,62100000,83,79,Defense
299,Dejan Kulusevski,81,87,41500000,"RW,CF",CAM,Sweden,22,Tottenham Hotspur,105000,0,56,76,Midfield
300,Bruno Guimarães Moura,81,86,38500000,"CM,CDM",CM,Brazil,24,Newcastle United,88000,76000000,76,77,Midfield
301,Joško Gvardiol,81,89,53000000,"CB,LB",CB,Croatia,20,RB Leipzig,41000,100700000,80,83,Defense
302,Jamal Musiala,81,90,55500000,"CM,LM,CAM",CAM,Germany,19,FC Bayern München,39000,102700000,63,60,Midfield
303,Sam Obisanya,81,88,52500000,"RM,RB",RM,Nigeria,22,AFC Richmond,55000,110300000,71,73,Midfield
304,Pablo Sarabia García,81,81,25000000,"RW,CAM,LW",RW,Spain,30,Paris Saint-Germain,95000,46300000,57,59,Attack
305,Marc Bartra Aregall,81,81,17500000,CB,CB,Spain,31,Trabzonspor,44000,33299999,81,74,Defense
306,Felipe Augusto de Almeida Monteiro,81,81,12500000,CB,CB,Brazil,33,Atlético de Madrid,57000,25600000,81,83,Defense
307,Harry Maguire,81,82,24000000,CB,CB,England,29,Manchester United,120000,47400000,80,84,Defense
308,Juan Heberto Mestres de Mesquita,81,81,24500000,"CB,CDM",CB,Brazil,26,Clube Atlético Mineiro,43000,44100000,82,80,Defense
309,Marvin Oswaldo Rangel Azevedo,81,81,25500000,ST,ST,Brazil,30,Flamengo,54000,45900000,20,78,Attack
310,Nailton Padrenda Mendes,81,81,28000000,"CAM,CF,ST",CAM,Brazil,26,Clube Atlético Mineiro,47000,50400000,52,70,Midfield
311,Welington Kauê Dano Nascimento,81,81,27500000,"LB,LM",LB,Brazil,22,Clube Atlético Mineiro,37000,49500000,75,74,Defense
312,Louri Adriano Bisesi Barbosa,81,81,25500000,"ST,CF",ST,Brazil,30,RB Bragantino,27000,48500000,33,71,Attack
313,Rosival Jailson Dourado Santos,81,81,27000000,"CDM,CM,CAM",CDM,Brazil,22,Sport Club Corinthians Paulista,31000,51300000,82,68,Other
314,Adryan Juliano Zonta Torres,81,81,22000000,"LWB,LB",LWB,Brazil,30,RB Bragantino,23000,41800000,72,77,Defense
315,Gianluca Mancini,81,83,28000000,CB,CB,Italy,26,Roma,68000,49700000,81,87,Defense
316,Guido Rodríguez,81,82,26500000,CDM,CDM,Argentina,27,Real Betis Balompié,30000,57600000,84,77,Other
317,Dayot Upamecano,81,87,37000000,CB,CB,France,23,FC Bayern München,54000,68500000,80,81,Defense
318,João Maria Palhinha Gonçalves,81,83,28500000,"CDM,CM",CB,Portugal,26,Fulham,66000,56300000,82,89,Defense
319,Denis Zakaria,81,86,34500000,"CDM,CM",CDM,Switzerland,25,Chelsea,95000,0,80,85,Other
320,Manuel Akanji,81,82,26500000,CB,CB,Switzerland,26,Manchester City,120000,51000000,83,78,Defense
321,André-Franck Zambo Anguissa,81,83,28500000,"CDM,CM",CDM,Cameroon,26,Napoli,58000,50600000,80,84,Other
322,Kieran Tierney,81,85,33000000,LB,LWB,Scotland,25,Arsenal,82000,65200000,76,79,Defense
323,Marcus Rashford,81,85,37000000,"LW,ST",ST,England,24,Manchester United,120000,73100000,41,71,Attack
324,Richarlison de Andrade,81,84,34500000,"ST,LW",ST,Brazil,25,Tottenham Hotspur,105000,68100000,53,79,Attack
325,Gabriel dos S. Magalhães,81,87,37000000,CB,CB,Brazil,24,Arsenal,74000,77700000,83,80,Defense
326,Henrikh Mkhitaryan,81,81,16000000,"CAM,CM",CAM,Armenia,33,Inter,74000,26400000,56,72,Midfield
327,Nicolás Otamendi,81,81,8500000,CB,CB,Argentina,34,SL Benfica,18000,17000000,83,81,Defense
328,Mario Götze,81,81,25000000,"CAM,ST,CM",CAM,Germany,30,Eintracht Frankfurt,38000,42500000,55,67,Midfield
329,Chris Smalling,81,81,16500000,CB,CB,England,32,Roma,68000,28100000,83,80,Defense
330,Nick Pope,81,81,17000000,GK,GK,England,30,Newcastle United,75000,32299999,49,80,Goalkeeper
331,Rafael Tolói,81,81,17500000,CB,CB,Italy,31,Atalanta,55000,29800000,82,82,Defense
332,Edinson Cavani,81,81,11000000,ST,ST,Uruguay,35,Valencia CF,37000,23100000,51,73,Attack
333,Éver Banega,81,81,12000000,"CM,CDM,CAM",CM,Argentina,34,Al Shabab,47000,20400000,75,72,Midfield
334,Antonio Adán Garrido,81,81,2900000,GK,GK,Spain,35,Sporting CP,9000,5800000,55,83,Goalkeeper
335,Gareth Bale,81,81,20500000,"RW,RM",ST,Wales,32,Los Angeles FC,14000,30800000,55,69,Attack
336,Jan Vertonghen,81,81,7000000,CB,CB,Belgium,35,RSC Anderlecht,21000,10500000,83,78,Defense
337,Carlos Vela,81,81,16000000,"RW,LW,CAM",RW,Mexico,33,Los Angeles FC,14000,24000000,30,64,Attack
338,João Filipe Moutinho,81,81,10500000,CM,CM,Portugal,35,Wolverhampton Wanderers,70000,20000000,71,66,Midfield
339,Képler Laveran Lima Ferreira,81,81,4600000,CB,CB,Portugal,39,FC Porto,12000,9200000,81,87,Defense
340,Giovani Lo Celso,81,83,31500000,"CM,ST,LM",CAM,Argentina,26,Villarreal CF,100000,0,68,72,Midfield
341,Oscar dos Santos Emboaba,81,81,25000000,"CAM,CM,LW",CAM,Brazil,30,Shanghai Port FC,28000,38800000,59,67,Midfield
342,Joe Gomez,81,86,34000000,"CB,RB",CB,England,25,Liverpool,100000,65500000,81,78,Defense
343,José Pedro Malheiro de Sá,81,82,20000000,GK,GK,Portugal,29,Wolverhampton Wanderers,74000,39500000,52,79,Goalkeeper
344,Borja Iglesias Quintás,81,81,25500000,ST,ST,Spain,29,Real Betis Balompié,36000,53600000,40,81,Attack
345,James Ward-Prowse,81,82,29500000,CM,CM,England,27,Southampton,69000,58300000,67,73,Midfield
346,Lucas Ocampos,81,81,27500000,"RW,LW",RW,Argentina,27,Ajax,39000,0,62,83,Attack
347,Edin Višća,81,81,20500000,"RM,RW",RM,Bosnia and Herzegovina,32,Trabzonspor,48000,39000000,47,64,Midfield
348,Téji Savanier,81,81,25000000,"CAM,CM",CAM,France,30,Montpellier Hérault SC,33000,47500000,69,68,Midfield
349,Emil Forsberg,81,81,25000000,"CAM,CF,ST",CAM,Sweden,30,RB Leipzig,62000,42500000,35,62,Midfield
350,Lucas Vázquez Iglesias,81,81,18500000,"RB,RW",RB,Spain,31,Real Madrid CF,140000,37900000,73,69,Defense
351,Gaëtan Laborde,81,81,26500000,ST,ST,France,28,OGC Nice,61000,50400000,40,79,Attack
352,Jonas Hofmann,81,81,25500000,"CAM,RM,LM",CAM,Germany,29,Borussia Mönchengladbach,40000,43400000,64,72,Midfield
353,Nicolás Tagliafico,81,81,22500000,LB,LB,Argentina,29,Olympique Lyonnais,72000,42800000,80,80,Defense
354,Kerem Demirbay,81,81,25500000,"CM,CDM,CAM",CM,Germany,28,Bayer 04 Leverkusen,65000,43400000,71,72,Midfield
355,Odisseas Vlachodimos,81,83,22000000,GK,GK,Greece,28,SL Benfica,15000,45700000,43,78,Goalkeeper
356,Vincenzo Grifo,81,81,25500000,"LM,CF",LM,Italy,29,Sport-Club Freiburg,40000,43400000,40,63,Midfield
357,Robert Andrich,81,82,26500000,"CDM,CM",CDM,Germany,27,Bayer 04 Leverkusen,57000,47000000,79,85,Other
358,Robin Le Normand,81,86,34000000,CB,CB,France,25,Real Sociedad,36000,74000000,83,80,Defense
359,Ricardo Jorge da Luz Horta,81,81,28000000,"CF,ST,LW",CF,Portugal,27,SC Braga,23000,56000000,43,70,Attack
360,Stanislav Lobotka,81,82,29500000,"CM,CDM",CM,Slovakia,27,Napoli,64000,52400000,73,70,Midfield
361,Kalvin Phillips,81,85,32000000,"CDM,CM",CDM,England,26,Manchester City,120000,61600000,79,82,Other
362,Mateus Uribe,81,81,21000000,"CM,CDM",CM,Colombia,31,FC Porto,19000,42000000,80,82,Midfield
363,Lucas Torreira,81,83,28500000,"CDM,CM",CDM,Uruguay,26,Galatasaray SK,73000,56300000,78,76,Other
364,Mario Pašalić,81,81,27500000,"CAM,CF,CM",CAM,Croatia,27,Atalanta,60000,46800000,67,77,Midfield
365,Naby Keïta,81,82,29500000,CM,CAM,Guinea,27,Liverpool,115000,56800000,69,68,Midfield
366,Corentin Tolisso,81,81,27500000,"CM,CDM",CM,France,27,Olympique Lyonnais,75000,52300000,77,77,Midfield
367,Hirving Lozano,81,81,28000000,RW,RW,Mexico,26,Napoli,69000,47600000,41,62,Attack
368,Matteo Politano,81,81,26000000,"RW,RM",RW,Italy,28,Napoli,72000,44200000,42,55,Attack
369,Allan Saint-Maximin,81,83,32500000,LM,CAM,France,25,Newcastle United,95000,64200000,27,68,Midfield
370,Seko Fofana,81,81,27500000,CM,CM,Côte d'Ivoire,27,Racing Club de Lens,43000,52300000,73,85,Midfield
371,Iñaki Williams Arthuer,81,81,26500000,ST,ST,Ghana,28,Athletic Club de Bilbao,40000,55700000,38,83,Attack
372,Juan Musso,81,82,20500000,GK,GK,Argentina,28,Atalanta,47000,36400000,44,82,Goalkeeper
373,Benjamin Bourigeaud,81,81,26000000,"RW,RM,LM",RW,France,28,Stade Rennais FC,66000,49400000,66,76,Attack
374,Youssef En-Nesyri,80,85,31500000,ST,ST,Morocco,25,Sevilla FC,35000,68500000,35,76,Attack
375,Javier Galán Gil,80,80,20500000,LB,LB,Spain,27,RC Celta de Vigo,28000,43100000,75,71,Defense
376,Florian Neuhaus,80,84,29000000,CM,CM,Germany,25,Borussia Mönchengladbach,34000,51500000,66,67,Midfield
377,Harvey Barnes,80,83,29000000,"LM,LW",CAM,England,24,Leicester City,77000,57300000,45,64,Midfield
378,Alexander Isak,80,85,33000000,ST,ST,Sweden,22,Newcastle United,90000,65200000,29,68,Attack
379,Luis Sinisterra,80,86,33500000,"LW,LM",LW,Colombia,23,Leeds United,48000,70400000,53,63,Attack
380,Xaver Schlager,80,84,27500000,"CDM,CM",CDM,Austria,24,RB Leipzig,46000,48800000,73,81,Other
381,Daichi Kamada,80,82,26500000,"CAM,CF",CAM,Japan,25,Eintracht Frankfurt,34000,47000000,46,61,Midfield
382,Mauro Arambarri,80,85,28000000,"CDM,CM",CDM,Uruguay,26,Getafe CF,32000,60900000,78,77,Other
383,Alban Lafont,80,85,25500000,GK,GK,France,23,FC Nantes,21000,52900000,47,77,Goalkeeper
384,Maikel Renan Catarino Fagundes,80,80,21000000,"RB,RM",RB,Brazil,26,Sport Club Corinthians Paulista,34000,39900000,77,70,Defense
385,Renato Júnior Luz Sanches,80,85,31500000,"CM,RM",CAM,Portugal,24,Paris Saint-Germain,72000,60600000,72,84,Midfield
386,Arthur Henrique Ramos Oliveira Melo,80,82,26500000,"CM,CDM",CM,Brazil,25,Liverpool,100000,0,72,69,Midfield
387,Tony Josimar Abranjes Meneses,80,80,7000000,CB,CB,Brazil,34,Internacional,32000,13300000,81,85,Defense
388,Laureano Thomas Santeiro Marre,80,80,25000000,"CAM,LM,LW",CAM,Brazil,22,Fluminense,27000,47500000,26,45,Midfield
389,Héniton Enaldo Pires Tramontino,80,80,16500000,GK,GK,Brazil,26,Flamengo,35000,29700000,41,81,Goalkeeper
390,Mattéo Guendouzi,80,86,33000000,"CM,CDM",CDM,France,23,Olympique de Marseille,41000,69300000,77,80,Other
391,Leon Bailey,80,83,29000000,"RM,RW,LW",CAM,Jamaica,24,Aston Villa,77000,57300000,33,61,Midfield
392,Aaron Wan-Bissaka,80,83,26500000,RB,RB,England,24,Manchester United,90000,52300000,78,73,Defense
393,Djibril Sow,80,82,26500000,"CM,CDM",CM,Switzerland,25,Eintracht Frankfurt,34000,47000000,77,80,Midfield
394,Mario Hermoso Canseco,80,82,22500000,"CB,LB",CB,Spain,27,Atlético de Madrid,53000,47800000,81,80,Defense
395,Davide Calabria,80,83,25500000,RB,RB,Italy,25,AC Milan,60000,45300000,79,73,Defense
396,Edson Álvarez,80,84,27500000,"CDM,CM",CB,Mexico,24,Ajax,17000,40600000,82,86,Defense
397,Teun Koopmeiners,80,84,30000000,"CM,CDM",CM,Netherlands,24,Atalanta,49000,53300000,76,77,Midfield
398,Boubacar Kamara,80,86,31000000,CDM,CDM,France,22,Aston Villa,69000,65099999,80,79,Other
399,Viktor Tsygankov,80,85,32000000,RM,CAM,Ukraine,24,Dynamo Kyiv,1000,72800000,46,59,Midfield
400,Marko Dmitrović,80,81,16000000,GK,GK,Serbia,30,Sevilla FC,25000,34800000,37,80,Goalkeeper
401,Isaac McAdoo,80,83,24500000,CB,CB,England,26,AFC Richmond,54000,48400000,81,83,Defense
402,Jeremie Frimpong,80,86,31500000,"RB,RWB",RM,Netherlands,21,Bayer 04 Leverkusen,38000,59900000,72,70,Midfield
403,Nuno Alexandre Tavares Mendes,80,88,44000000,"LB,LWB",LB,Portugal,20,Paris Saint-Germain,54000,90200000,74,73,Defense
404,Sven Botman,80,86,31000000,CB,CB,Netherlands,22,Newcastle United,74000,65099999,80,84,Defense
405,Jurriën Timber,80,88,44500000,"CB,RB",CB,Netherlands,21,Ajax,14000,71200000,81,81,Defense
406,Renan Augusto Lodi dos Santos,80,85,29500000,"LB,LM",LWB,Brazil,24,Nottingham Forest,46000,0,74,75,Defense
407,Sergio Reguilón Rodríguez,80,83,25500000,"LWB,LB",LWB,Spain,25,Atlético de Madrid,82000,0,77,69,Defense
408,Vladimír Coufal,80,80,18500000,"RB,RWB",RB,Czech Republic,29,West Ham United,73000,35200000,78,81,Defense
409,Amir Rrahmani,80,80,18000000,CB,CB,Kosovo,28,Napoli,57000,30600000,82,80,Defense
410,Scott McTominay,80,83,25000000,"CDM,CM",CDM,Scotland,25,Manchester United,100000,49400000,78,85,Other
411,Lovro Majer,80,85,31500000,CM,CAM,Croatia,24,Stade Rennais FC,47000,62200000,60,67,Midfield
412,William Saliba,80,87,40000000,CB,CB,France,21,Arsenal,58000,84000000,80,79,Defense
413,Dominik Livaković,80,83,20500000,GK,GK,Croatia,27,Dinamo Zagreb,1000,46600000,56,77,Goalkeeper
414,Ridle Baku,80,84,30000000,"RM,RB,CM",RM,Germany,24,VfL Wolfsburg,46000,53300000,70,78,Midfield
415,Nicolás González,80,85,32000000,"RW,LW",LM,Argentina,24,Fiorentina,58000,56800000,45,64,Midfield
416,Emile Smith Rowe,80,87,43000000,"LM,CAM",CAM,England,21,Arsenal,65000,90300000,32,61,Midfield
417,Jonathan Clauss,80,80,18500000,RWB,RWB,France,29,Olympique de Marseille,45000,35200000,69,70,Defense
418,Weston McKennie,80,85,31500000,"CM,LM",CM,United States,23,Juventus,90000,55900000,78,83,Midfield
419,Nikola Milenković,80,85,29000000,CB,CB,Serbia,24,Fiorentina,48000,51500000,81,83,Defense
420,Nayef Aguerd,80,83,24500000,CB,CB,Morocco,26,West Ham United,70000,48400000,80,77,Defense
421,Nélson Cabral Semedo,80,80,19000000,"RWB,RB",RWB,Portugal,28,Wolverhampton Wanderers,84000,36100000,75,74,Defense
422,Charles Aránguiz,80,80,10500000,"CDM,CM",CDM,Chile,33,Bayer 04 Leverkusen,53000,17900000,76,71,Other
423,Lucas Rodrigues M. Silva,80,80,20500000,RW,RW,Brazil,29,Tottenham Hotspur,105000,39000000,46,68,Attack
424,Jonathan Viera Ramos,80,80,16500000,"CAM,CM,LM",CAM,Spain,32,Unión Deportiva Las Palmas,14000,26400000,63,72,Midfield
425,Danilo Luiz da Silva,80,80,18000000,RB,RB,Brazil,30,Juventus,95000,30600000,81,79,Defense
426,Sergio Roberto Carnicer,80,80,18000000,"RB,CM",RB,Spain,30,FC Barcelona,125000,36900000,75,72,Defense
427,Allan Marques Loureiro,80,80,15000000,"CDM,CM",CDM,Brazil,31,Everton,46000,28500000,79,77,Other
428,Jasper Cillessen,80,80,7000000,GK,GK,Netherlands,33,N.E.C. Nijmegen,13000,10500000,54,80,Goalkeeper
429,Hans Vanaken,80,80,20500000,"CM,CAM",CM,Belgium,29,Club Brugge KV,34000,28700000,59,74,Midfield
430,Stefan Ortega,80,80,14500000,GK,GK,Germany,29,Manchester City,95000,26800000,52,80,Goalkeeper
431,Danilo Luís Hélio Pereira,80,80,17500000,"CDM,CM",CDM,Portugal,30,Paris Saint-Germain,76000,32400000,79,85,Other
432,Álvaro Borja Morata Martín,80,80,21000000,ST,ST,Spain,29,Atlético de Madrid,66000,43100000,31,77,Attack
433,Luke Shaw,80,81,22500000,LB,LB,England,26,Manchester United,105000,44400000,79,78,Defense
434,Cristiano Biraghi,80,80,18500000,LB,LB,Italy,29,Fiorentina,58000,31500000,77,76,Defense
435,Eric Dier,80,81,20000000,CB,CB,England,28,Tottenham Hotspur,90000,39500000,80,84,Defense
436,Gerard Deulofeu Lázaro,80,80,21500000,"CF,ST",RW,Spain,28,Udinese Calcio,26000,36600000,30,66,Attack
437,Thorgan Hazard,80,80,20500000,"LM,CF",LM,Belgium,29,Borussia Dortmund,54000,34900000,53,65,Midfield
438,Tomáš Vaclík,80,80,0,GK,GK,Czech Republic,33,Free agent,0,0,40,82,Goalkeeper
439,Edgar Badia Guardiola,80,81,16000000,GK,GK,Spain,30,Elche CF,20000,36400000,44,78,Goalkeeper
440,Kurt Zouma,80,82,22500000,CB,CB,France,27,West Ham United,70000,44400000,80,84,Defense
441,Marcel Sabitzer,80,80,21000000,"CM,CDM,CAM",CM,Austria,28,FC Bayern München,67000,34700000,66,76,Midfield
442,Kevin Kampl,80,80,17500000,"CM,CDM",CM,Slovenia,31,RB Leipzig,58000,29800000,62,62,Midfield
